0x12CB3460, 36963305641247600, 230975105, 230975130, 25, 424x240 
0x12CB3460, 36963305642851600, 230975261, 230975264, 3, 424x240 
0x12CB3460, 36963305643969472, 230975383, 230975386, 3, 424x240 
0x12CB3460, 36963305645249808, 230975506, 230975509, 3, 424x240 
0x12CB3460, 36963305646852536, 230975676, 230975678, 2, 424x240 
0x12CB3460, 36963305647970616, 230975776, 230975780, 4, 424x240 
0x12CB3460, 36963305649247744, 230975906, 230975909, 3, 424x240 
0x12CB3460, 36963305651326384, 230976106, 230976120, 14, 640x360 
0x12CB3460, 36963305651967720, 230976176, 230976184, 8, 640x360 
0x12CB3460, 36963305653889456, 230976374, 230976379, 5, 640x360 
0x12CB3460, 36963305654211440, 230976395, 230976399, 4, 640x360 
0x12CB3460, 36963305654529240, 230976426, 230976430, 4, 640x360 
0x12CB3460, 36963305655008600, 230976474, 230976481, 7, 640x360 
0x12CB3460, 36963305655329400, 230976514, 230976521, 7, 640x360 
0x12CB3460, 36963305655649128, 230976546, 230976548, 2, 640x360 
0x12CB3460, 36963305655970616, 230976575, 230976578, 3, 640x360 
0x12CB3460, 36963305656290232, 230976606, 230976608, 2, 640x360 
0x12CB3460, 36963305656611808, 230976646, 230976649, 3, 640x360 
0x12CB3460, 36963305657248320, 230976708, 230976712, 4, 640x360 
0x12CB3460, 36963305657567632, 230976736, 230976739, 3, 640x360 
0x12CB3460, 36963305657888072, 230976766, 230976769, 3, 640x360 
0x12CB3460, 36963305658207528, 230976796, 230976799, 3, 640x360 
0x12CB3460, 36963305658530312, 230976826, 230976830, 4, 640x360 
0x12CB3460, 36963305659009440, 230976883, 230976886, 3, 640x360 
0x12CB3460, 36963305659328288, 230976907, 230976910, 3, 640x360 
0x12CB3460, 36963305659647832, 230976945, 230976948, 3, 640x360 
0x12CB3460, 36963305659969024, 230976975, 230976981, 6, 640x360 
0x12CB3460, 36963305660288272, 230977007, 230977009, 2, 640x360 
0x12CB3460, 36963305660609944, 230977036, 230977040, 4, 640x360 
0x12CB3460, 36963305660927488, 230977076, 230977079, 3, 640x360 
0x12CB3460, 36963305661248720, 230977105, 230977108, 3, 640x360 
0x12CB3460, 36963305661568072, 230977136, 230977138, 2, 640x360 
0x12CB3460, 36963305661887848, 230977165, 230977168, 3, 640x360 
0x12CB3460, 36963305662209496, 230977196, 230977199, 3, 640x360 
0x12CB3460, 36963305662531248, 230977235, 230977238, 3, 640x360 
0x12CB3460, 36963305663011656, 230977275, 230977279, 4, 640x360 
0x12CB3460, 36963305663328264, 230977308, 230977311, 3, 640x360 
0x12CB3460, 36963305663646864, 230977345, 230977348, 3, 640x360 
0x12CB3460, 36963305663966832, 230977372, 230977375, 3, 640x360 
0x12CB3460, 36963305664287568, 230977406, 230977409, 3, 640x360 
0x12CB3460, 36963305664607944, 230977435, 230977453, 18, 640x360 
0x12CB3460, 36963305664928752, 230977474, 230977477, 3, 640x360 
0x12CB3460, 36963305665247776, 230977505, 230977508, 3, 640x360 
0x12CB3460, 36963305665568376, 230977536, 230977539, 3, 640x360 
0x12CB3460, 36963305665890264, 230977565, 230977568, 3, 640x360 
0x12CB3460, 36963305666212456, 230977596, 230977600, 4, 640x360 
0x12CB3460, 36963305666690800, 230977646, 230977649, 3, 640x360 
0x12CB3460, 36963305667011880, 230977677, 230977681, 4, 640x360 
0x12CB3460, 36963305667332944, 230977711, 230977715, 4, 640x360 
0x12CB3460, 36963305667647056, 230977745, 230977747, 2, 640x360 
0x12CB3460, 36963305667966840, 230977775, 230977778, 3, 640x360 
0x12CB3460, 36963305668286784, 230977805, 230977807, 2, 640x360 
0x12CB3460, 36963305668607232, 230977836, 230977838, 2, 640x360 
0x12CB3460, 36963305668928136, 230977873, 230977881, 8, 640x360 
0x12CB3460, 36963305669247952, 230977906, 230977923, 17, 640x360 
0x12CB3460, 36963305669568328, 230977935, 230977937, 2, 640x360 
0x12CB3460, 36963305669888480, 230977966, 230977970, 4, 640x360 
0x12CB3460, 36963305670208656, 230977996, 230978000, 4, 640x360 
0x12CB3460, 36963305670691792, 230978045, 230978048, 3, 640x360 
0x12CB3460, 36963305671007864, 230978076, 230978078, 2, 640x360 
0x12CB3460, 36963305671328160, 230978107, 230978111, 4, 640x360 
0x12CB3460, 36963305671647368, 230978145, 230978148, 3, 640x360 
0x12CB3460, 36963305671966824, 230978175, 230978178, 3, 640x360 
0x12CB3460, 36963305672287448, 230978205, 230978208, 3, 640x360 
0x12CB3460, 36963305672607560, 230978235, 230978238, 3, 640x360 
0x12CB3460, 36963305672928592, 230978266, 230978269, 3, 640x360 
0x12CB3460, 36963305673248768, 230978306, 230978308, 2, 640x360 
0x12CB3460, 36963305673568040, 230978335, 230978338, 3, 640x360 
0x12CB3460, 36963305673890752, 230978380, 230978383, 3, 640x360 
0x12CB3460, 36963305674208064, 230978395, 230978398, 3, 640x360 
0x12CB3460, 36963305674686792, 230978445, 230978448, 3, 640x360 
0x12CB3460, 36963305675009296, 230978477, 230978479, 2, 640x360 
